"Date","State...UT","Confirmed.cases","Deceased.cases","Recovered.Cases","Susceptible","Death.Rate","Recovery.Rate","Overall.Hospital.Beds","Overall.ICU.Beds","Ventilators","Age.Distribution","Population","Action","Reward","Percentage.Distribution"
"2020-12-25","Delhi",737318.965012999,7813.42165250181,583206.605361899,16050622.034987,0.0736855162117703,5.5000077668208,39455,1973,986,2343806,16787941,77,61.62,8.44573688018251
"2020-12-25","Jharkhand",244850.0638192,2176.22009834578,129300.123095571,32743283.9361808,0.0347248443661689,2.06317672299467,26496,1325,662,4528093,32988134,181,42.84,17.2293111204842
"2020-12-25","Maharashtra",3661954.412209,34557.9614921574,2135703.92497398,108712378.587791,0.0378612997835661,2.33985232522263,231739,11587,5793,19912066,112374333,584,21.15,57.2037733596792
"2020-12-25","Nagaland",23468.70456879,228.322121976591,13850.1765969069,1955033.29543121,0.0362948190447634,2.20166862926358,2561,128,64,211983,1978502,15,76.206,1.02872628669569
"2020-12-26","Assam",688629.325574599,5537.59595032506,278154.369199346,30516946.6744254,0.026327802560418,1.32244991857308,24178,1209,604,4127732,31205576,160,99.89,16.0821302464152
"2020-12-26","Delhi",749634.5285204,7928.83797559927,588626.654446441,16038306.4714796,0.0715608356570054,5.31258368651315,39455,1973,986,2343806,16787941,77,61.0885,8.45202950210007
"2020-12-26","Jharkhand",263530.322707798,2308.49819167038,132637.604995914,32724603.6772922,0.0325133497440973,1.86809452830074,26496,1325,662,4528093,32988134,181,44.129,17.2455437372303
"2020-12-26","Maharashtra",3851441.27474099,36064.5660464376,2183439.53531494,108522891.725259,0.0361398154372451,2.18799532269599,231739,11587,5793,19912066,112374333,584,20.467,57.1904947786224
"2020-12-26","Nagaland",24382.4791412,236.375490653375,14174.277483813,1954119.5208588,0.0354010642332338,2.12282798981037,2561,128,64,211983,1978502,15,76.29,1.02980173563204
"2020-12-27","Assam",764689.923950501,6043.74148169977,289483.814127875,30440886.0760495,0.0248048388099582,1.18810497922131,24178,1209,604,4127732,31205576,NA,NA,16.06896004031
"2020-12-27","Delhi",762492.6749135,8049.37401100465,594289.935783902,16025448.3250865,0.0695301500756351,5.13345116862534,39455,1973,986,2343806,16787941,NA,NA,8.45942158584125
"2020-12-27","Jharkhand",284680.3924319,2458.30871655509,136418.652558784,32703453.6075681,0.03056240410959,1.69599609662934,26496,1325,662,4528093,32988134,NA,NA,17.2633111890132
"2020-12-27","Maharashtra",4058215.95361499,37709.9365534839,2235625.49833312,108316117.046385,0.034568533251632,2.04938807753536,231739,11587,5793,19912066,112374333,NA,NA,57.1772895240827
"2020-12-27","Nagaland",25351.88483126,244.920790670169,14518.2755243627,1953150.11516874,0.0345597482687877,2.04861312935484,2561,128,64,211983,1978502,NA,NA,1.03101766075287
"2020-12-28","Assam",852550.650688902,6629.18877106746,302606.212549058,30353025.3493111,0.0234933260157792,1.07241272670388,24178,1209,604,4127732,31205576,NA,NA,16.0523928804432
"2020-12-28","Delhi",775916.1951914,8175.24759766895,600207.082260805,16012024.8048086,0.067589374164823,4.96224983704096,39455,1973,986,2343806,16787941,NA,NA,8.4680624096017
"2020-12-28","Jharkhand",308623.4570009,2627.9581402423,140701.962473202,32679510.5429991,0.0288413709185328,1.54417889178438,26496,1325,662,4528093,32988134,NA,NA,17.2827695539322
"2020-12-28","Maharashtra",4283783.56524201,39506.4118778283,2292668.1770513,108090549.434758,0.0331345087269733,1.92288871881058,231739,11587,5793,19912066,112374333,NA,NA,57.1643829971328
"2020-12-28","Nagaland",26380.2445326,253.987598343034,14883.3803422108,1952121.7554674,0.0337678338717682,1.97875612086907,2561,128,64,211983,1978502,NA,NA,1.03239215889016
"2020-12-29","Assam",953969.6817936,7306.02093232668,317800.918020167,30251606.3182064,0.0223641938150331,0.972808782103374,24178,1209,604,4127732,31205576,NA,NA,16.0317895453812
"2020-12-29","Delhi",789928.731423199,8306.68508867257,606389.163759555,15998012.2685768,0.0657345971003007,4.79863470689154,39455,1973,986,2343806,16787941,NA,NA,8.47812057106843
"2020-12-29","Jharkhand",335724.040159401,2820.05146289767,145553.926622325,32652409.9598406,0.0273232238387893,1.41025884457798,26496,1325,662,4528093,32988134,NA,NA,17.3040915288729
"2020-12-29","Maharashtra",4529766.221237,41467.342034531,2355009.36174256,107844566.778763,0.0318259272594512,1.80745504690732,231739,11587,5793,19912066,112374333,NA,NA,57.1520526885014
"2020-12-29","Nagaland",27471.0711672599,263.607210205535,15270.873453039,1951030.92883274,0.0330224607942343,1.91300465379344,2561,128,64,211983,1978502,NA,NA,1.03394566617613
"2020-12-30","Assam",1070942.6140888,8088.04600525434,335389.303958693,30134633.3859112,0.0213924135497373,0.887085296718376,24178,1209,604,4127732,31205576,NA,NA,16.0064080045271
"2020-12-30","Delhi",804554.799639501,8443.92158863352,612847.702988368,15983386.2003605,0.0639620769732636,4.64227569381934,39455,1973,986,2343806,16787941,NA,NA,8.48978640425437
"2020-12-30","Jharkhand",366393.024744201,3037.52947565498,151049.620688559,32621740.9752558,0.0259841224204865,1.2921329215063,26496,1325,662,4528093,32988134,NA,NA,17.3274680060342
"2020-12-30","Maharashtra",4797909.431549,43607.1545914139,2423129.0518949,107576423.568451,0.0306320069600344,1.7021359609031,231739,11587,5793,19912066,112374333,NA,NA,57.140636332065
"2020-12-30","Nagaland",28628.07755255,273.812734986408,15682.1123567784,1949873.92244745,0.0323209360099633,1.85112116866898,2561,128,64,211983,1978502,NA,NA,1.03570125311939
"2020-12-31","Assam",1205726.2069227,8991.00462416353,355740.609418606,29999849.7930773,0.0205564433276467,0.81334199931372,24178,1209,604,4127732,31205576,NA,NA,15.9753899223378
"2020-12-31","Delhi",819819.8122069,8587.20119468771,619594.691569142,15968121.1877931,0.0622682348207823,4.49285708738312,39455,1973,986,2343806,16787941,NA,NA,8.50327465176191
"2020-12-31","Jharkhand",401093.2011941,3283.71025058042,157273.913256287,32587040.7988059,0.0248030378500517,1.18794611145485,26496,1325,662,4528093,32988134,NA,NA,17.3531096577752
"2020-12-31","Maharashtra",5090088.205688,45941.4212422525,2497548.36595442,107284244.794312,0.0295429102932299,1.60606366397159,231739,11587,5793,19912066,112374333,NA,NA,57.1305408171801
"2020-12-31","Nagaland",29855.18685677,284.639191681535,16118.534921429,1948646.81314323,0.0316607242352452,1.79288202094989,2561,128,64,211983,1978502,NA,NA,1.03768495094491
"2021-01-01","Assam",1360861.4645784,10032.7869230302,379278.356096836,29844714.5354216,0.0198377511216515,0.749944127369713,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-01","Delhi",835750.099598899,8736.77723918463,626642.606381992,15952190.9004011,0.0606496484760522,4.35007700857117,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-01","Jharkhand",440345.390527502,3562.33531098192,164322.710888002,32547788.6094725,0.0237614225787957,1.09606228270152,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-01","Maharashtra",5408312.78561699,48486.9248682267,2578832.60227955,106966020.214383,0.028549662891974,1.51844650181475,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-01","Nagaland",31156.54314424,296.123609248002,16581.6638691241,1947345.45685576,0.0310394390624865,1.73807669887363,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-02","Assam",1539194.8185001,11233.6577516514,406487.448408603,29666381.1814999,0.0192204025086063,0.695486060358316,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-02","Delhi",852372.9314589,8892.91253240114,634004.426157296,15935568.0685411,0.0591030463877098,4.21364686458582,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-02","Jharkhand",484735.142293502,3877.62064824699,172304.347537165,32503398.8577065,0.022842919399893,1.01503851977423,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-02","Maharashtra",5754733.818031,51261.7255521218,2667594.43933151,106619599.181969,0.0276440796548403,1.43856244348835,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-02","Nagaland",32536.52248807,308.305132368406,17073.1115692543,1945965.47751193,0.0304548344582202,1.6865070734763,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-03","Assam",1743895.5567375,12616.4799567036,437921.881986202,29461680.4432625,0.0186907077623228,0.648760188818076,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-03","Delhi",869716.536824601,9055.87960362105,641693.648299783,15918224.4631754,0.0576253015068288,4.08329080959802,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-03","Jharkhand",534920.068773299,4234.31325649714,181341.142188069,32453213.9312267,0.0220331041989188,0.943602430748351,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-03","Maharashtra",6131646.73659,54285.2243776112,2764497.25933412,106242686.26341,0.0268186972905041,1.36575313095855,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-03","Nagaland",33999.7440615799,321.225127780808,17594.584897931,1944502.25593842,0.0299047968354382,1.6379866992707,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-04","Assam",1978466.9797365,14206.9274501399,474213.07110533,29227109.0202635,0.0182369184809531,0.60873015299766,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-04","Delhi",887810.094334399,9225.96064149916,649724.28972387,15900130.9056656,0.0562134269310273,3.95874536050173,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-04","Jharkhand",591637.7969855,4637.75327652055,191571.134591872,32396496.2030145,0.0213192594728247,0.880632168715032,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-04","Maharashtra",6541495.092666,57578.223527954,2870258.57632498,105832837.907334,0.0260667127363532,1.29941844683335,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-04","Nagaland",35551.08174931,334.927296552625,18147.8904141197,1942950.91825069,0.0293873374628658,1.59234014464702,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-05","Assam",2246748.4918467,16033.6706885237,516078.508295081,28958827.5081533,0.0178489653268947,0.574507708151177,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-05","Delhi",906683.8958422,9403.44921780794,658110.985263401,15881257.1041578,0.0548645619428644,3.83975816532142,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-05","Jharkhand",655714.527180601,5093.94200584902,203150.015107418,32332419.4728194,0.0206901746900564,0.825138820982615,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-05","Maharashtra",6986872.53554399,61162.9807450455,2985653.54456506,105387460.464456,0.0253819270414659,1.23901156412137,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-05","Nagaland",37195.67638434,349.457793222289,18734.9399064531,1941306.32361566,0.0289005852484609,1.54940235528479,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-06","Assam",2552903.9646714,18128.5174175604,564330.703704024,28652672.0353286,0.0175182332383286,0.545332895312274,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-06","Delhi",926369.1008412,9588.64782567518,666868.858960855,15861571.8991588,0.053575981461815,3.72608883699749,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-06","Jharkhand",728074.172251601,5609.61601358356,216253.266833762,32260059.8277484,0.0201359701788931,0.776250873769006,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-06","Maharashtra",7470523.089535,65063.2560016252,3111518.51398684,104903809.910465,0.0247586941913278,1.18403443191546,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-06","Nagaland",38938.9479165899,364.865345387925,19357.7560331227,1939563.05208341,0.0284427800477793,1.50901806386489,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-07","Assam",2901392.7342166,20526.4896872021,619886.393338348,28304183.2657834,0.0172373700425929,0.520557158538579,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-07","Delhi",946897.9715645,9781.87034546643,676013.663587762,15841043.0284355,0.0523450778080784,3.6175073447202,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-07","Jharkhand",809748.0085974,6192.32734830906,231078.535411406,32178385.9914026,0.0196479419367306,0.733200522389671,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-07","Maharashtra",7995339.329466,69304.3478045002,3248754.59139642,104378993.670534,0.0241918744600683,1.13403366046148,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-07","Nagaland",40786.60791752,381.201377889874,20018.4782464451,1937715.39208248,0.0280122663185533,1.47104123032206,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-08","Assam",3296916.7891714,23265.7938678969,683775.221169327,27908659.2108286,0.0170001224607136,0.499628878407614,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-08","Delhi",968303.8138851,9983.44152780406,685561.759256453,15819637.1861149,0.0511693600079389,3.51379395265366,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-08","Jharkhand",901884.727980599,6850.52967225321,247848.241245689,32086249.2720194,0.0192184248882829,0.695311608876895,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-08","Maharashtra",8564358.007283,73913.116108857,3398331.15645671,103809974.992717,0.0236767919172949,1.08859677271601,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-08","Nagaland",42744.67231492,398.52014068184,20719.3689771078,1935757.32768508,0.0276074871421896,1.43533451446423,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-09","Assam",3744338.1636738,26387.6551123374,757147.622670662,27461237.8363262,0.0168011947959029,0.482080906529544,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-09","Delhi",990620.8774084,10193.6960060514,695530.062974053,15797320.1225916,0.0500464518831635,3.41473905139614,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-09","Jharkhand",1005760.7250385,7593.66989729271,266812.447028523,31982373.2749615,0.0188406724338002,0.661988996587444,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-09","Maharashtra",9180752.63099299,78917.9884175737,3561289.26955328,103193580.369007,0.0232091957230335,1.04734879006363,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-09","Nagaland",44819.47429352,416.878839951082,21462.8200739278,1933682.52570648,0.0272269786007061,1.40176877994625,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-10","Assam",4248559.821869,29935.9674001107,841281.247664904,26957016.178131,0.01663612916981,0.467520000848229,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-10","Delhi",1013884.5935785,10412.9808794141,705936.202580885,15774056.4064215,0.0489740795704989,3.32014205703961,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-10","Jharkhand",1122790.3847613,8432.28454428584,288251.990253958,31865343.6152387,0.0185087504056891,0.632709215816139,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-10","Maharashtra",9847822.452277,84348.9451547846,3738744.8962068,102526510.547723,0.022785224891536,1.00994912403267,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-10","Nagaland",47017.67730348,436.337772206318,22251.3595001693,1931484.32269652,0.0268693644849579,1.37022262746755,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-11","Assam",4814366.2451286,33956.7209292197,937585.030031997,26391209.7548714,0.0165012005906698,0.455617569305819,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-11","Delhi",1038131.4850557,10641.654862287,716798.477052493,15749809.5149443,0.0479500712213458,3.22981138467713,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-11","Jharkhand",1254536.0461423,9378.09960522265,312481.88564167,31733597.9538577,0.018217443754212,0.607012232277531,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-11","Maharashtra",10568977.279265,90237.4799349031,3931891.85854962,101805355.720735,0.0224013762298951,0.976088748069779,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-11","Nagaland",49346.2881086101,456.960460927099,23087.6582858472,1929155.71189139,0.0265333513173972,1.3405819557157,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-12","Assam",5446211.6678334,38497.1177702063,1047600.12468165,25759364.3321666,0.0163933356813539,0.446102500614358,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-12","Delhi",1063399.0937647,10880.0876021191,728135.827723903,15724541.9062353,0.0469723546880729,3.14356424430619,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-12","Jharkhand",1402717.2105232,10444.1321135654,339854.995706337,31585416.7894768,0.0179621744902097,0.584494208601384,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-12","Maharashtra",11347717.566185,96616.5303286222,4142004.41477893,101026615.433815,0.0220544751169624,0.945487619865692,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-12","Nagaland",51812.6697944901,478.813795291174,23974.5377335795,1926689.33020551,0.0262177236722938,1.31273954854983,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-13","Assam",6147967.2759474,43604.3915634048,1172996.13620293,25057608.7240526,0.016310032463381,0.438754088176444,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-13","Delhi",1089726.0350106,11128.6603830219,739967.887479889,15698214.9649894,0.0460389513168364,3.06122609327558,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-13","Jharkhand",1569218.4316968,11644.7909043452,370765.958756874,31418915.5683032,0.0177389295978046,0.564801145308374,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-13","Maharashtra",12187608.906446,103520.372345384,4370439.32467999,100186724.093554,0.0217416491279441,0.917892354706144,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-13","Nagaland",54424.5546438701,501.968170409319,24914.9768733186,1924077.44535613,0.0259213397764738,1.28659468692936,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-14","Assam",6922614.7561599,49324.2270481833,1315561.66680006,24282961.2438401,0.0162492995625044,0.433396667238176,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-14","Delhi",1117152.0024526,11387.7663271544,752315.001873082,15670788.9975474,0.0451479715204594,2.98263024575669,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-14","Jharkhand",1756095.1865202,12995.9732009219,405655.350082371,31232038.8134798,0.0175441977109852,0.547623294872537,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-14","Maharashtra",13092250.5841185,110984.474611777,4618637.27925379,99282082.4158815,0.0214603039437598,0.893074100368343,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-14","Nagaland",57190.0567727999,526.497628388989,25912.120158885,1921311.9432272,0.0256431273750118,1.26205278421497,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-15","Assam",7771910.5736196,55698.8252296029,1477188.06932502,23433665.4263804,0.0162096001122381,0.429894666460603,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-15","Delhi",1145717.754656,11657.8103610655,765198.241117248,15642223.245344,0.04429761155336,2.90761758825078,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-15","Jharkhand",1965576.8613275,14515.1527152462,445014.038109088,31022557.1386725,0.0173749135051433,0.53269025634146,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-15","Maharashtra",14065237.6519117,119045.306796802,4888123.55467612,98309095.3480883,0.0212081014266008,0.870826603103957,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-15","Nagaland",60117.6844057599,552.479999432949,26969.2853964062,1918384.31559424,0.0253820798470656,1.23902504353546,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-16","Assam",8696010.658938,62764.4921156873,1659843.77811147,22509565.341062,0.0161898114416614,0.428149051866909,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-16","Delhi",1175465.1041004,11939.2092595728,778639.415594599,15612475.8958996,0.0434861497424139,2.83603624710268,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-16","Jharkhand",2200065.5432571,16221.452773682,489387.686627455,30788068.4567429,0.0172284096137038,0.519766733766284,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-16","Maharashtra",15110115.7402562,127740.095079354,5180507.67859799,97264217.2597438,0.0209829397700277,0.850964456623118,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-16","Nagaland",63216.3516510201,579.997042051542,28089.9718915424,1915285.64834898,0.0251372525578052,1.21742813598108,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-17","Assam",9693124.5200086,70549.0001513814,1865540.07961002,21512451.4799914,0.0161891814431345,0.428093477915219,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-17","Delhi",1206436.9016321,12232.3916505464,792661.090717467,15581504.0983679,0.0427119429637089,2.76774127770537,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-17","Jharkhand",2462129.7249009,18135.6981996199,539381.295491175,30526004.2750991,0.0171023739581262,0.508648772160423,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-17","Maharashtra",16230328.3185849,137106.518961611,5497481.9360058,96144004.6814151,0.0207829355726834,0.833321520765833,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-17","Nagaland",66495.3896196201,609.134581325666,29277.8687987676,1912006.61038038,0.0249077594332329,1.19718389845868,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-18","Assam",10759197.4663705,79068.7014533197,2096286.12439128,20446378.5336295,0.0162072934525301,0.429691189484561,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-18","Delhi",1238677.0161887,12537.7979765842,807286.600996476,15549263.9838113,0.0419734233294111,2.70259437223904,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-18","Jharkhand",2754491.1637359,20280.4368919202,595663.689368922,30233642.8362641,0.0169948127241483,0.499160491529311,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-18","Maharashtra",17429156.2528029,147182.34465116,5840818.51437502,94945176.7471971,0.0206064075839397,0.817749487659654,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-18","Nagaland",69964.5567115999,639.982644002574,30536.8636518796,1908537.4432884,0.0246927697454427,1.17821905011038,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-19","Assam",11887674.7745177,88325.5726428068,2354033.03621217,19317901.2254823,0.016244035879823,0.432932342903224,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-19","Delhi",1272230.3080531,12855.8804140457,822540.063524354,15515710.6919469,0.0412690950656376,2.64046358425946,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-19","Jharkhand",3080003.0749529,22679.9204693343,658971.785424872,29908130.9250471,0.016904018028943,0.491151234698916,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-19","Maharashtra",18709649.6021853,158004.990471149,6212365.06237313,93664683.3978147,0.020451861955266,0.804116580701115,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-19","Nagaland",73634.04787167,672.635589037427,31871.0510503302,1904867.95212833,0.02449150509659,1.160464926261,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-20","Assam",13069402.5496932,98304.4559741775,2640609.24669825,18136173.4503068,0.0162995767658306,0.437831761526925,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-20","Delhi",1307142.5994998,13187.1027575774,838446.389027801,15480798.4005002,0.0405975312479468,2.58122304072632,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-20","Jharkhand",3441618.010325,25360.0308961576,730114.471252496,29546515.989675,0.0168285403249253,0.484493132977442,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-20","Maharashtra",20074551.9565766,169611.020308586,6614038.43441189,92299781.0434234,0.0203179789266558,0.792306380127762,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-20","Nagaland",77514.5025945599,707.192232009451,33284.7414708441,1900987.49740544,0.0243032365905386,1.14385722892107,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-21","Assam",14292704.6449671,108970.817535776,2957647.27291375,16912871.3550329,0.0163743349199248,0.444426389714772,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-21","Delhi",1343460.6320951,13531.9402267733,855031.294479674,15444480.3679049,0.0399573712820204,2.52475271976704,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-21","Jharkhand",3842343.3028767,28348.1393219777,809975.827487585,29145790.6971233,0.0167671643592706,0.479078985476536,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-21","Maharashtra",21526218.0164685,182035.564453814,7047816.4196616,90848114.9835315,0.020203600759779,0.782216758567449,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-21","Nagaland",81617.0114356601,743.755961642509,34782.4701680965,1896884.98856434,0.024127282181799,1.12833579292913,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-22","Assam",15543657.529626,120269.280459564,3306506.64421876,15661918.470374,0.0164689570315992,0.452773273775795,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-22","Delhi",1381232.0243149,13890.8792410598,872321.311269405,15406708.9756851,0.0393473178874496,2.47093818460806,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-22","Jharkhand",4285182.283025,31672.8820836633,899517.409961447,28702951.716975,0.0167188882990981,0.47482041768458,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-22","Maharashtra",23066525.4182437,195311.666702576,7515727.20961116,89307807.5817563,0.0201077208820617,0.773758923406824,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-22","Nagaland",85953.12075776,782.434846445835,36369.0061219147,1892548.87924224,0.0239630041919907,1.11384436687191,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-23","Assam",16806587.1816494,132123.260258461,3688196.26846397,14398988.8183506,0.0165842942085983,0.462947492331077,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-23","Delhi",1420505.219331,14264.4171290092,890343.793028416,15367435.780669,0.0387661344500411,2.41967035001426,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-23","Jharkhand",4773059.3744517,35363.8356213221,999779.250669264,28215074.6255483,0.0166829061992823,0.471646334902868,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-23","Maharashtra",24696782.4111911,209469.561982489,8019836.4210265,87677550.5888089,0.0200294740541306,0.766856549433899,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-23","Nagaland",90534.83541806,823.341729261789,38049.3609815133,1887967.16458194,0.0238098069846421,1.10033040797177,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-24","Assam",18064756.9589207,144435.949313434,4103301.8595508,13140819.0410793,0.0167213782457771,0.475040062922671,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-24","Delhi",1461329.4234459,14653.0617697035,909126.922020339,15326611.5765541,0.0382126425509989,2.37084526433113,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-24","Jharkhand",5308728.386781,39451.0771714827,1111879.18276918,27679405.613219,0.0166585925621514,0.469501560212876,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-24","Maharashtra",26417632.8252008,224535.88324114,8562231.29341334,85956700.1747992,0.0199681276194908,0.761445006947333,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-24","Nagaland",95374.6190724701,866.594307264394,39828.7979496438,1883127.38092753,0.023667134789686,1.08774489017939,2561,128,64,211983,1978502,NA,NA,NA
"2021-01-25","Assam",19301201.1407198,157092.760898288,4551924.62625354,11904374.8592802,0.0168813987568137,0.489155924737354,24178,1209,604,4127732,31205576,NA,NA,NA
"2021-01-25","Delhi",1503754.5375396,15057.331162131,928699.713169057,15284186.4624604,0.0376857195726553,2.32436389827939,39455,1973,986,2343806,16787941,NA,NA,NA
"2021-01-25","Jharkhand",5894662.5599664,43964.6105826271,1237009.98942153,27093471.4400336,0.0166454896445717,0.468345714798264,26496,1325,662,4528093,32988134,NA,NA,NA
"2021-01-25","Maharashtra",28228962.8440385,240532.830225056,9145002.58515199,84145370.1559615,0.0199230733380416,0.757470641367707,231739,11587,5793,19912066,112374333,NA,NA,NA
"2021-01-25","Nagaland",100485.39174607,912.315194696113,41712.8405412061,1878016.60825393,0.0235344696695267,1.07604212475471,2561,128,64,211983,1978502,NA,NA,NA
