Date,State,Susceptible,Infected People,Recovery,Death,Bucket_Value,Vaccine %,Amount of Vaccine
2021-01-10,Delhi,15774056.41,212622.2886,705936.2026,10412.98088,500,8.2661,82661
2021-01-10,Jharkhand,31865343.62,455583.6758,288251.9903,8432.284544,500,17.1371,171371
2021-01-10,Maharashtra,102526510.5,3701914.094,3738744.896,84348.94515,500,57.6613,576613
2021-01-10,Nagaland,1931484.323,16239.22934,22251.3595,436.3377722,500,0.8065,8065
2021-01-11,Assam,26391209.75,2057833.352,937585.03,33956.72093,200,16.129,161290
2021-01-11,Delhi,15749809.51,221931.9928,716798.4771,10641.65486,200,8.2661,82661
2021-01-11,Jharkhand,31733597.95,514786.8017,312481.8856,9378.099605,200,17.1371,171371
2021-01-11,Maharashtra,101805355.7,4028211.437,3931891.859,90237.47993,200,57.6613,576613
2021-01-11,Nagaland,1929155.712,17222.11625,23087.65829,456.9604609,200,0.8065,8065
2021-01-11,Assam,26391209.75,2057833.352,937585.03,33956.72093,300,16.129,161290
2021-01-11,Delhi,15749809.51,221931.9928,716798.4771,10641.65486,300,8.2661,82661
2021-01-11,Jharkhand,31733597.95,514786.8017,312481.8856,9378.099605,300,17.1371,171371
2021-01-11,Maharashtra,101805355.7,4028211.437,3931891.859,90237.47993,300,57.6613,576613
2021-01-11,Nagaland,1929155.712,17222.11625,23087.65829,456.9604609,300,0.8065,8065
2021-01-11,Assam,26391209.75,2057833.352,937585.03,33956.72093,400,16.129,161290
2021-01-11,Delhi,15749809.51,221931.9928,716798.4771,10641.65486,400,8.2661,82661
2021-01-11,Jharkhand,31733597.95,514786.8017,312481.8856,9378.099605,400,17.1371,171371
2021-01-11,Maharashtra,101805355.7,4028211.437,3931891.859,90237.47993,400,57.6613,576613
2021-01-11,Nagaland,1929155.712,17222.11625,23087.65829,456.9604609,400,0.8065,8065
2021-01-11,Assam,26391209.75,2057833.352,937585.03,33956.72093,500,16.129,161290
2021-01-11,Delhi,15749809.51,221931.9928,716798.4771,10641.65486,500,8.2661,82661
2021-01-11,Jharkhand,31733597.95,514786.8017,312481.8856,9378.099605,500,17.1371,171371
2021-01-11,Maharashtra,101805355.7,4028211.437,3931891.859,90237.47993,500,57.6613,576613
2021-01-11,Nagaland,1929155.712,17222.11625,23087.65829,456.9604609,500,0.8065,8065
2021-01-12,Assam,25759364.33,2348339.503,1047600.125,38497.11777,200,16.129,161290
2021-01-12,Delhi,15724541.91,231627.4684,728135.8277,10880.0876,200,8.2661,82661
2021-01-12,Jharkhand,31585416.79,581451.4339,339854.9957,10444.13211,200,17.1371,171371
2021-01-12,Maharashtra,101026615.4,4380812.956,4142004.415,96616.53033,200,57.6613,576613
2021-01-12,Nagaland,1926689.33,18262.98123,23974.53773,478.8137953,200,0.8065,8065
2021-01-12,Assam,25759364.33,2348339.503,1047600.125,38497.11777,300,16.129,161290
2021-01-12,Delhi,15724541.91,231627.4684,728135.8277,10880.0876,300,8.2661,82661
2021-01-12,Jharkhand,31585416.79,581451.4339,339854.9957,10444.13211,300,17.1371,171371
2021-01-12,Maharashtra,101026615.4,4380812.956,4142004.415,96616.53033,300,57.6613,576613
2021-01-12,Nagaland,1926689.33,18262.98123,23974.53773,478.8137953,300,0.8065,8065
2021-01-12,Assam,25759364.33,2348339.503,1047600.125,38497.11777,400,16.129,161290
2021-01-12,Delhi,15724541.91,231627.4684,728135.8277,10880.0876,400,8.2661,82661
2021-01-12,Jharkhand,31585416.79,581451.4339,339854.9957,10444.13211,400,17.1371,171371
2021-01-12,Maharashtra,101026615.4,4380812.956,4142004.415,96616.53033,400,57.6613,576613
2021-01-12,Nagaland,1926689.33,18262.98123,23974.53773,478.8137953,400,0.8065,8065
2021-01-12,Assam,25759364.33,2348339.503,1047600.125,38497.11777,500,16.129,161290
2021-01-12,Delhi,15724541.91,231627.4684,728135.8277,10880.0876,500,8.2661,82661
2021-01-12,Jharkhand,31585416.79,581451.4339,339854.9957,10444.13211,500,17.1371,171371
2021-01-12,Maharashtra,101026615.4,4380812.956,4142004.415,96616.53033,500,57.6613,576613
2021-01-12,Nagaland,1926689.33,18262.98123,23974.53773,478.8137953,500,0.8065,8065
2021-01-13,Assam,25057608.72,2673470.556,1172996.136,43604.39156,200,16.129,161290
2021-01-13,Delhi,15698214.96,241722.7166,739967.8875,11128.66038,200,8.2661,82661
2021-01-13,Jharkhand,31418915.57,656453.9782,370765.9588,11644.7909,200,17.1371,171371
2021-01-13,Maharashtra,100186724.1,4761385.474,4370439.325,103520.3723,200,57.6613,576613
2021-01-13,Nagaland,1924077.445,19365.055,24914.97687,501.9681704,200,0.8065,8065
2021-01-13,Assam,25057608.72,2673470.556,1172996.136,43604.39156,300,16.129,161290
2021-01-13,Delhi,15698214.96,241722.7166,739967.8875,11128.66038,300,8.2661,82661
2021-01-13,Jharkhand,31418915.57,656453.9782,370765.9588,11644.7909,300,17.1371,171371
2021-01-13,Maharashtra,100186724.1,4761385.474,4370439.325,103520.3723,300,57.6613,576613
2021-01-13,Nagaland,1924077.445,19365.055,24914.97687,501.9681704,300,0.8065,8065
2021-01-13,Assam,25057608.72,2673470.556,1172996.136,43604.39156,400,16.129,161290
2021-01-13,Delhi,15698214.96,241722.7166,739967.8875,11128.66038,400,8.2661,82661
2021-01-13,Jharkhand,31418915.57,656453.9782,370765.9588,11644.7909,400,17.1371,171371
2021-01-13,Maharashtra,100186724.1,4761385.474,4370439.325,103520.3723,400,57.6613,576613
2021-01-13,Nagaland,1924077.445,19365.055,24914.97687,501.9681704,400,0.8065,8065
2021-01-13,Assam,25057608.72,2673470.556,1172996.136,43604.39156,500,16.129,161290
2021-01-13,Delhi,15698214.96,241722.7166,739967.8875,11128.66038,500,8.2661,82661
2021-01-13,Jharkhand,31418915.57,656453.9782,370765.9588,11644.7909,500,17.1371,171371
2021-01-13,Maharashtra,100186724.1,4761385.474,4370439.325,103520.3723,500,57.6613,576613
2021-01-13,Nagaland,1924077.445,19365.055,24914.97687,501.9681704,500,0.8065,8065
2021-01-14,Assam,24282961.24,3035467.889,1315561.667,49324.22705,200,16.129,161290
2021-01-14,Delhi,15670789,252232.0703,752315.0019,11387.76633,200,8.2661,82661
2021-01-14,Jharkhand,31232038.81,740756.1984,405655.3501,12995.9732,200,17.1371,171371
2021-01-14,Maharashtra,99282082.42,5171617.089,4618637.279,110984.4746,200,57.6613,576613
2021-01-14,Nagaland,1921311.943,20531.72457,25912.12016,526.4976284,200,0.8065,8065
2021-01-14,Assam,24282961.24,3035467.889,1315561.667,49324.22705,300,16.129,161290
2021-01-14,Delhi,15670789,252232.0703,752315.0019,11387.76633,300,8.2661,82661
2021-01-14,Jharkhand,31232038.81,740756.1984,405655.3501,12995.9732,300,17.1371,171371
2021-01-14,Maharashtra,99282082.42,5171617.089,4618637.279,110984.4746,300,57.6613,576613
2021-01-14,Nagaland,1921311.943,20531.72457,25912.12016,526.4976284,300,0.8065,8065
2021-01-14,Assam,24282961.24,3035467.889,1315561.667,49324.22705,400,16.129,161290
2021-01-14,Delhi,15670789,252232.0703,752315.0019,11387.76633,400,8.2661,82661
2021-01-14,Jharkhand,31232038.81,740756.1984,405655.3501,12995.9732,400,17.1371,171371
2021-01-14,Maharashtra,99282082.42,5171617.089,4618637.279,110984.4746,400,57.6613,576613
2021-01-14,Nagaland,1921311.943,20531.72457,25912.12016,526.4976284,400,0.8065,8065
2021-01-14,Assam,24282961.24,3035467.889,1315561.667,49324.22705,500,16.129,161290
2021-01-14,Delhi,15670789,252232.0703,752315.0019,11387.76633,500,8.2661,82661
2021-01-14,Jharkhand,31232038.81,740756.1984,405655.3501,12995.9732,500,17.1371,171371
2021-01-14,Maharashtra,99282082.42,5171617.089,4618637.279,110984.4746,500,57.6613,576613
2021-01-14,Nagaland,1921311.943,20531.72457,25912.12016,526.4976284,500,0.8065,8065
2021-01-15,Assam,23433665.43,3436162.82,1477188.069,55698.82523,200,16.129,161290
2021-01-15,Delhi,15642223.25,263170.179,765198.2411,11657.81036,200,8.2661,82661
2021-01-15,Jharkhand,31022557.14,835408.6316,445014.0381,14515.15272,200,17.1371,171371
2021-01-15,Maharashtra,98309095.35,5613199.617,4888123.555,119045.3068,200,57.6613,576613
2021-01-15,Nagaland,1918384.316,21766.53776,26969.2854,552.4799994,200,0.8065,8065
2021-01-15,Assam,23433665.43,3436162.82,1477188.069,55698.82523,300,16.129,161290
2021-01-15,Delhi,15642223.25,263170.179,765198.2411,11657.81036,300,8.2661,82661
2021-01-15,Jharkhand,31022557.14,835408.6316,445014.0381,14515.15272,300,17.1371,171371
2021-01-15,Maharashtra,98309095.35,5613199.617,4888123.555,119045.3068,300,57.6613,576613
2021-01-15,Nagaland,1918384.316,21766.53776,26969.2854,552.4799994,300,0.8065,8065
2021-01-15,Assam,23433665.43,3436162.82,1477188.069,55698.82523,400,16.129,161290
2021-01-15,Delhi,15642223.25,263170.179,765198.2411,11657.81036,400,8.2661,82661
2021-01-15,Jharkhand,31022557.14,835408.6316,445014.0381,14515.15272,400,17.1371,171371
2021-01-15,Maharashtra,98309095.35,5613199.617,4888123.555,119045.3068,400,57.6613,576613
2021-01-15,Nagaland,1918384.316,21766.53776,26969.2854,552.4799994,400,0.8065,8065
2021-01-15,Assam,23433665.43,3436162.82,1477188.069,55698.82523,500,16.129,161290
2021-01-15,Delhi,15642223.25,263170.179,765198.2411,11657.81036,500,8.2661,82661
2021-01-15,Jharkhand,31022557.14,835408.6316,445014.0381,14515.15272,500,17.1371,171371
2021-01-15,Maharashtra,98309095.35,5613199.617,4888123.555,119045.3068,500,57.6613,576613
2021-01-15,Nagaland,1918384.316,21766.53776,26969.2854,552.4799994,500,0.8065,8065
2021-01-16,Assam,22509565.34,3876789.569,1659843.778,62764.49212,200,16.129,161290
2021-01-16,Delhi,15612475.9,274551.9971,778639.4156,11939.20926,200,8.2661,82661
2021-01-16,Jharkhand,30788068.46,941552.5366,489387.6866,16221.45277,200,17.1371,171371
2021-01-16,Maharashtra,97264217.26,6087807.356,5180507.679,127740.0951,200,57.6613,576613
2021-01-16,Nagaland,1915285.648,23073.20741,28089.97189,579.9970421,200,0.8065,8065
2021-01-16,Assam,22509565.34,3876789.569,1659843.778,62764.49212,300,16.129,161290
2021-01-16,Delhi,15612475.9,274551.9971,778639.4156,11939.20926,300,8.2661,82661
2021-01-16,Jharkhand,30788068.46,941552.5366,489387.6866,16221.45277,300,17.1371,171371
2021-01-16,Maharashtra,97264217.26,6087807.356,5180507.679,127740.0951,300,57.6613,576613
2021-01-16,Nagaland,1915285.648,23073.20741,28089.97189,579.9970421,300,0.8065,8065
2021-01-16,Assam,22509565.34,3876789.569,1659843.778,62764.49212,400,16.129,161290
2021-01-16,Delhi,15612475.9,274551.9971,778639.4156,11939.20926,400,8.2661,82661
2021-01-16,Jharkhand,30788068.46,941552.5366,489387.6866,16221.45277,400,17.1371,171371
2021-01-16,Maharashtra,97264217.26,6087807.356,5180507.679,127740.0951,400,57.6613,576613
2021-01-16,Nagaland,1915285.648,23073.20741,28089.97189,579.9970421,400,0.8065,8065
2021-01-16,Assam,22509565.34,3876789.569,1659843.778,62764.49212,500,16.129,161290
2021-01-16,Delhi,15612475.9,274551.9971,778639.4156,11939.20926,500,8.2661,82661
2021-01-16,Jharkhand,30788068.46,941552.5366,489387.6866,16221.45277,500,17.1371,171371
2021-01-16,Maharashtra,97264217.26,6087807.356,5180507.679,127740.0951,500,57.6613,576613
2021-01-16,Nagaland,1915285.648,23073.20741,28089.97189,579.9970421,500,0.8065,8065
2021-01-17,Assam,21512451.48,4357786.735,1865540.08,70549.00015,200,16.129,161290
2021-01-17,Delhi,15581504.1,286392.7698,792661.0907,12232.39165,200,8.2661,82661
2021-01-17,Jharkhand,30526004.28,1060419.93,539381.2955,18135.6982,200,17.1371,171371
2021-01-17,Maharashtra,96144004.68,6597071.837,5497481.936,137106.519,200,57.6613,576613
2021-01-17,Nagaland,1912006.61,24455.61525,29277.8688,609.1345813,200,0.8065,8065
2021-01-17,Assam,21512451.48,4357786.735,1865540.08,70549.00015,300,16.129,161290
2021-01-17,Delhi,15581504.1,286392.7698,792661.0907,12232.39165,300,8.2661,82661
2021-01-17,Jharkhand,30526004.28,1060419.93,539381.2955,18135.6982,300,17.1371,171371
2021-01-17,Maharashtra,96144004.68,6597071.837,5497481.936,137106.519,300,57.6613,576613
2021-01-17,Nagaland,1912006.61,24455.61525,29277.8688,609.1345813,300,0.8065,8065
2021-01-17,Assam,21512451.48,4357786.735,1865540.08,70549.00015,400,16.129,161290
2021-01-17,Delhi,15581504.1,286392.7698,792661.0907,12232.39165,400,8.2661,82661
2021-01-17,Jharkhand,30526004.28,1060419.93,539381.2955,18135.6982,400,17.1371,171371
2021-01-17,Maharashtra,96144004.68,6597071.837,5497481.936,137106.519,400,57.6613,576613
2021-01-17,Nagaland,1912006.61,24455.61525,29277.8688,609.1345813,400,0.8065,8065
2021-01-17,Assam,21512451.48,4357786.735,1865540.08,70549.00015,500,16.129,161290
2021-01-17,Delhi,15581504.1,286392.7698,792661.0907,12232.39165,500,8.2661,82661
2021-01-17,Jharkhand,30526004.28,1060419.93,539381.2955,18135.6982,500,17.1371,171371
2021-01-17,Maharashtra,96144004.68,6597071.837,5497481.936,137106.519,500,57.6613,576613
2021-01-17,Nagaland,1912006.61,24455.61525,29277.8688,609.1345813,500,0.8065,8065
2021-01-18,Assam,20446378.53,4878587.636,2096286.124,79068.70145,200,16.129,161290
2021-01-18,Delhi,15549263.98,298708.0153,807286.601,12537.79798,200,8.2661,82661
2021-01-18,Jharkhand,30233642.84,1193331.002,595663.6894,20280.43689,200,17.1371,171371
2021-01-18,Maharashtra,94945176.75,7142552.337,5840818.514,147182.3447,200,57.6613,576613
2021-01-18,Nagaland,1908537.443,25917.81524,30536.86365,639.982644,200,0.8065,8065
2021-01-18,Assam,20446378.53,4878587.636,2096286.124,79068.70145,300,16.129,161290
2021-01-18,Delhi,15549263.98,298708.0153,807286.601,12537.79798,300,8.2661,82661
2021-01-18,Jharkhand,30233642.84,1193331.002,595663.6894,20280.43689,300,17.1371,171371
2021-01-18,Maharashtra,94945176.75,7142552.337,5840818.514,147182.3447,300,57.6613,576613
2021-01-18,Nagaland,1908537.443,25917.81524,30536.86365,639.982644,300,0.8065,8065
2021-01-18,Assam,20446378.53,4878587.636,2096286.124,79068.70145,400,16.129,161290
2021-01-18,Delhi,15549263.98,298708.0153,807286.601,12537.79798,400,8.2661,82661
2021-01-18,Jharkhand,30233642.84,1193331.002,595663.6894,20280.43689,400,17.1371,171371
2021-01-18,Maharashtra,94945176.75,7142552.337,5840818.514,147182.3447,400,57.6613,576613
2021-01-18,Nagaland,1908537.443,25917.81524,30536.86365,639.982644,400,0.8065,8065
2021-01-18,Assam,20446378.53,4878587.636,2096286.124,79068.70145,500,16.129,161290
2021-01-18,Delhi,15549263.98,298708.0153,807286.601,12537.79798,500,8.2661,82661
2021-01-18,Jharkhand,30233642.84,1193331.002,595663.6894,20280.43689,500,17.1371,171371
2021-01-18,Maharashtra,94945176.75,7142552.337,5840818.514,147182.3447,500,57.6613,576613
2021-01-18,Nagaland,1908537.443,25917.81524,30536.86365,639.982644,500,0.8065,8065
2021-01-19,Assam,19317901.23,5437415.51,2354033.036,88325.57264,200,16.129,161290
2021-01-19,Delhi,15515710.69,311513.5041,822540.0635,12855.88041,200,8.2661,82661
2021-01-19,Jharkhand,29908130.93,1341688.138,658971.7854,22679.92047,200,17.1371,171371
2021-01-19,Maharashtra,93664683.4,7725701.983,6212365.062,158004.9905,200,57.6613,576613
2021-01-19,Nagaland,1904867.952,27464.03646,31871.05105,672.635589,200,0.8065,8065
2021-01-19,Assam,19317901.23,5437415.51,2354033.036,88325.57264,300,16.129,161290
2021-01-19,Delhi,15515710.69,311513.5041,822540.0635,12855.88041,300,8.2661,82661
2021-01-19,Jharkhand,29908130.93,1341688.138,658971.7854,22679.92047,300,17.1371,171371
2021-01-19,Maharashtra,93664683.4,7725701.983,6212365.062,158004.9905,300,57.6613,576613
2021-01-19,Nagaland,1904867.952,27464.03646,31871.05105,672.635589,300,0.8065,8065
2021-01-19,Assam,19317901.23,5437415.51,2354033.036,88325.57264,400,16.129,161290
2021-01-19,Delhi,15515710.69,311513.5041,822540.0635,12855.88041,400,8.2661,82661
2021-01-19,Jharkhand,29908130.93,1341688.138,658971.7854,22679.92047,400,17.1371,171371
2021-01-19,Maharashtra,93664683.4,7725701.983,6212365.062,158004.9905,400,57.6613,576613
2021-01-19,Nagaland,1904867.952,27464.03646,31871.05105,672.635589,400,0.8065,8065
2021-01-19,Assam,19317901.23,5437415.51,2354033.036,88325.57264,500,16.129,161290
2021-01-19,Delhi,15515710.69,311513.5041,822540.0635,12855.88041,500,8.2661,82661
2021-01-19,Jharkhand,29908130.93,1341688.138,658971.7854,22679.92047,500,17.1371,171371
2021-01-19,Maharashtra,93664683.4,7725701.983,6212365.062,158004.9905,500,57.6613,576613
2021-01-19,Nagaland,1904867.952,27464.03646,31871.05105,672.635589,500,0.8065,8065
2021-01-20,Assam,18136173.45,6031104.819,2640609.247,98304.45597,200,16.129,161290
2021-01-20,Delhi,15480798.4,324825.2382,838446.389,13187.10276,200,8.2661,82661
2021-01-20,Jharkhand,29546515.99,1506965.572,730114.4713,25360.0309,200,17.1371,171371
2021-01-20,Maharashtra,92299781.04,8347829.325,6614038.434,169611.0203,200,57.6613,576613
2021-01-20,Nagaland,1900987.497,29098.68525,33284.74147,707.192232,200,0.8065,8065
2021-01-20,Assam,18136173.45,6031104.819,2640609.247,98304.45597,300,16.129,161290
2021-01-20,Delhi,15480798.4,324825.2382,838446.389,13187.10276,300,8.2661,82661
2021-01-20,Jharkhand,29546515.99,1506965.572,730114.4713,25360.0309,300,17.1371,171371
2021-01-20,Maharashtra,92299781.04,8347829.325,6614038.434,169611.0203,300,57.6613,576613
2021-01-20,Nagaland,1900987.497,29098.68525,33284.74147,707.192232,300,0.8065,8065
2021-01-20,Assam,18136173.45,6031104.819,2640609.247,98304.45597,400,16.129,161290
2021-01-20,Delhi,15480798.4,324825.2382,838446.389,13187.10276,400,8.2661,82661
2021-01-20,Jharkhand,29546515.99,1506965.572,730114.4713,25360.0309,400,17.1371,171371
2021-01-20,Maharashtra,92299781.04,8347829.325,6614038.434,169611.0203,400,57.6613,576613
2021-01-20,Nagaland,1900987.497,29098.68525,33284.74147,707.192232,400,0.8065,8065
2021-01-20,Assam,18136173.45,6031104.819,2640609.247,98304.45597,500,16.129,161290
2021-01-20,Delhi,15480798.4,324825.2382,838446.389,13187.10276,500,8.2661,82661
2021-01-20,Jharkhand,29546515.99,1506965.572,730114.4713,25360.0309,500,17.1371,171371
2021-01-20,Maharashtra,92299781.04,8347829.325,6614038.434,169611.0203,500,57.6613,576613
2021-01-20,Nagaland,1900987.497,29098.68525,33284.74147,707.192232,500,0.8065,8065
2021-01-21,Assam,16912871.36,6654976.71,2957647.273,108970.8175,200,16.129,161290
2021-01-21,Delhi,15444480.37,338659.4211,855031.2945,13531.94023,200,8.2661,82661
2021-01-21,Jharkhand,29145790.7,1690693.71,809975.8275,28348.13932,200,17.1371,171371
2021-01-21,Maharashtra,90848114.98,9010055.515,7047816.42,182035.5645,200,57.6613,576613
2021-01-21,Nagaland,1896884.989,30826.34654,34782.47017,743.7559616,200,0.8065,8065
2021-01-21,Assam,16912871.36,6654976.71,2957647.273,108970.8175,300,16.129,161290
2021-01-21,Delhi,15444480.37,338659.4211,855031.2945,13531.94023,300,8.2661,82661
2021-01-21,Jharkhand,29145790.7,1690693.71,809975.8275,28348.13932,300,17.1371,171371
2021-01-21,Maharashtra,90848114.98,9010055.515,7047816.42,182035.5645,300,57.6613,576613
2021-01-21,Nagaland,1896884.989,30826.34654,34782.47017,743.7559616,300,0.8065,8065
2021-01-21,Assam,16912871.36,6654976.71,2957647.273,108970.8175,400,16.129,161290
2021-01-21,Delhi,15444480.37,338659.4211,855031.2945,13531.94023,400,8.2661,82661
2021-01-21,Jharkhand,29145790.7,1690693.71,809975.8275,28348.13932,400,17.1371,171371
2021-01-21,Maharashtra,90848114.98,9010055.515,7047816.42,182035.5645,400,57.6613,576613
2021-01-21,Nagaland,1896884.989,30826.34654,34782.47017,743.7559616,400,0.8065,8065
2021-01-21,Assam,16912871.36,6654976.71,2957647.273,108970.8175,500,16.129,161290
2021-01-21,Delhi,15444480.37,338659.4211,855031.2945,13531.94023,500,8.2661,82661
2021-01-21,Jharkhand,29145790.7,1690693.71,809975.8275,28348.13932,500,17.1371,171371
2021-01-21,Maharashtra,90848114.98,9010055.515,7047816.42,182035.5645,500,57.6613,576613
2021-01-21,Nagaland,1896884.989,30826.34654,34782.47017,743.7559616,500,0.8065,8065
2021-01-22,Assam,15661918.47,7302786.705,3306506.644,120269.2805,200,16.129,161290
2021-01-22,Delhi,15406708.98,353032.4298,872321.3113,13890.87924,200,8.2661,82661
2021-01-22,Jharkhand,28702951.72,1894437.089,899517.41,31672.88208,200,17.1371,171371
2021-01-22,Maharashtra,89307807.58,9713267.249,7515727.21,195311.6667,200,57.6613,576613
2021-01-22,Nagaland,1892548.879,32651.7844,36369.00612,782.4348464,200,0.8065,8065
2021-01-22,Assam,15661918.47,7302786.705,3306506.644,120269.2805,300,16.129,161290
2021-01-22,Delhi,15406708.98,353032.4298,872321.3113,13890.87924,300,8.2661,82661
2021-01-22,Jharkhand,28702951.72,1894437.089,899517.41,31672.88208,300,17.1371,171371
2021-01-22,Maharashtra,89307807.58,9713267.249,7515727.21,195311.6667,300,57.6613,576613
2021-01-22,Nagaland,1892548.879,32651.7844,36369.00612,782.4348464,300,0.8065,8065
2021-01-22,Assam,15661918.47,7302786.705,3306506.644,120269.2805,400,16.129,161290
2021-01-22,Delhi,15406708.98,353032.4298,872321.3113,13890.87924,400,8.2661,82661
2021-01-22,Jharkhand,28702951.72,1894437.089,899517.41,31672.88208,400,17.1371,171371
2021-01-22,Maharashtra,89307807.58,9713267.249,7515727.21,195311.6667,400,57.6613,576613
2021-01-22,Nagaland,1892548.879,32651.7844,36369.00612,782.4348464,400,0.8065,8065
2021-01-22,Assam,15661918.47,7302786.705,3306506.644,120269.2805,500,16.129,161290
2021-01-22,Delhi,15406708.98,353032.4298,872321.3113,13890.87924,500,8.2661,82661
2021-01-22,Jharkhand,28702951.72,1894437.089,899517.41,31672.88208,500,17.1371,171371
2021-01-22,Maharashtra,89307807.58,9713267.249,7515727.21,195311.6667,500,57.6613,576613
2021-01-22,Nagaland,1892548.879,32651.7844,36369.00612,782.4348464,500,0.8065,8065
2021-01-23,Assam,14398988.82,7966770.162,3688196.268,132123.2603,200,16.129,161290
2021-01-23,Delhi,15367435.78,367960.7815,890343.793,14264.41713,200,8.2661,82661
2021-01-23,Jharkhand,28215074.63,2119764.698,999779.2507,35363.83562,200,17.1371,171371
2021-01-23,Maharashtra,87677550.59,10458066.02,8019836.421,209469.562,200,57.6613,576613
2021-01-23,Nagaland,1887967.165,34579.94136,38049.36098,823.3417293,200,0.8065,8065
2021-01-23,Assam,14398988.82,7966770.162,3688196.268,132123.2603,300,16.129,161290
2021-01-23,Delhi,15367435.78,367960.7815,890343.793,14264.41713,300,8.2661,82661
2021-01-23,Jharkhand,28215074.63,2119764.698,999779.2507,35363.83562,300,17.1371,171371
2021-01-23,Maharashtra,87677550.59,10458066.02,8019836.421,209469.562,300,57.6613,576613
2021-01-23,Nagaland,1887967.165,34579.94136,38049.36098,823.3417293,300,0.8065,8065
2021-01-23,Assam,14398988.82,7966770.162,3688196.268,132123.2603,400,16.129,161290
2021-01-23,Delhi,15367435.78,367960.7815,890343.793,14264.41713,400,8.2661,82661
2021-01-23,Jharkhand,28215074.63,2119764.698,999779.2507,35363.83562,400,17.1371,171371
2021-01-23,Maharashtra,87677550.59,10458066.02,8019836.421,209469.562,400,57.6613,576613
2021-01-23,Nagaland,1887967.165,34579.94136,38049.36098,823.3417293,400,0.8065,8065
2021-01-23,Assam,14398988.82,7966770.162,3688196.268,132123.2603,500,16.129,161290
2021-01-23,Delhi,15367435.78,367960.7815,890343.793,14264.41713,500,8.2661,82661
2021-01-23,Jharkhand,28215074.63,2119764.698,999779.2507,35363.83562,500,17.1371,171371
2021-01-23,Maharashtra,87677550.59,10458066.02,8019836.421,209469.562,500,57.6613,576613
2021-01-23,Nagaland,1887967.165,34579.94136,38049.36098,823.3417293,500,0.8065,8065
2021-01-24,Assam,13140819.04,8637801.693,4103301.86,144435.9493,200,16.129,161290
2021-01-24,Delhi,15326611.58,383461.0954,909126.922,14653.06177,200,8.2661,82661
2021-01-24,Jharkhand,27679405.61,2368211.902,1111879.183,39451.07717,200,17.1371,171371
2021-01-24,Maharashtra,85956700.17,11244713.95,8562231.293,224535.8832,200,57.6613,576613
2021-01-24,Nagaland,1883127.381,36615.93661,39828.79795,866.5943073,200,0.8065,8065
2021-01-24,Assam,13140819.04,8637801.693,4103301.86,144435.9493,300,16.129,161290
2021-01-24,Delhi,15326611.58,383461.0954,909126.922,14653.06177,300,8.2661,82661
2021-01-24,Jharkhand,27679405.61,2368211.902,1111879.183,39451.07717,300,17.1371,171371
2021-01-24,Maharashtra,85956700.17,11244713.95,8562231.293,224535.8832,300,57.6613,576613
2021-01-24,Nagaland,1883127.381,36615.93661,39828.79795,866.5943073,300,0.8065,8065
2021-01-24,Assam,13140819.04,8637801.693,4103301.86,144435.9493,400,16.129,161290
2021-01-24,Delhi,15326611.58,383461.0954,909126.922,14653.06177,400,8.2661,82661
2021-01-24,Jharkhand,27679405.61,2368211.902,1111879.183,39451.07717,400,17.1371,171371
2021-01-24,Maharashtra,85956700.17,11244713.95,8562231.293,224535.8832,400,57.6613,576613
2021-01-24,Nagaland,1883127.381,36615.93661,39828.79795,866.5943073,400,0.8065,8065
2021-01-24,Assam,13140819.04,8637801.693,4103301.86,144435.9493,500,16.129,161290
2021-01-24,Delhi,15326611.58,383461.0954,909126.922,14653.06177,500,8.2661,82661
2021-01-24,Jharkhand,27679405.61,2368211.902,1111879.183,39451.07717,500,17.1371,171371
2021-01-24,Maharashtra,85956700.17,11244713.95,8562231.293,224535.8832,500,57.6613,576613
2021-01-24,Nagaland,1883127.381,36615.93661,39828.79795,866.5943073,500,0.8065,8065
2021-01-25,Assam,11904374.86,9305672.069,4551924.626,157092.7609,200,16.129,161290
2021-01-25,Delhi,15284186.46,399550.0506,928699.7132,15057.33116,200,8.2661,82661
2021-01-25,Jharkhand,27093471.44,2641232.641,1237009.989,43964.61058,200,17.1371,171371
2021-01-25,Maharashtra,84145370.16,12073078.59,9145002.585,240532.8302,200,57.6613,576613
2021-01-25,Nagaland,1878016.608,38765.0628,41712.84054,912.3151947,200,0.8065,8065
2021-01-25,Assam,11904374.86,9305672.069,4551924.626,157092.7609,300,16.129,161290
2021-01-25,Delhi,15284186.46,399550.0506,928699.7132,15057.33116,300,8.2661,82661
2021-01-25,Jharkhand,27093471.44,2641232.641,1237009.989,43964.61058,300,17.1371,171371
2021-01-25,Maharashtra,84145370.16,12073078.59,9145002.585,240532.8302,300,57.6613,576613
2021-01-25,Nagaland,1878016.608,38765.0628,41712.84054,912.3151947,300,0.8065,8065
2021-01-25,Assam,11904374.86,9305672.069,4551924.626,157092.7609,400,16.129,161290
2021-01-25,Delhi,15284186.46,399550.0506,928699.7132,15057.33116,400,8.2661,82661
2021-01-25,Jharkhand,27093471.44,2641232.641,1237009.989,43964.61058,400,17.1371,171371
2021-01-25,Maharashtra,84145370.16,12073078.59,9145002.585,240532.8302,400,57.6613,576613
2021-01-25,Nagaland,1878016.608,38765.0628,41712.84054,912.3151947,400,0.8065,8065
2021-01-25,Assam,11904374.86,9305672.069,4551924.626,157092.7609,500,16.129,161290
